0.000000000000000000e+00 1.259322787534610022e+00
1.010101010101010187e-02 1.527439600993694580e+00
2.020202020202020374e-02 1.815612260249217069e+00
3.030303030303030387e-02 2.019905317723343696e+00
4.040404040404040747e-02 2.089971683043206685e+00
5.050505050505051108e-02 2.044141843067897479e+00
6.060606060606060774e-02 1.935260152100108044e+00
7.070707070707071829e-02 1.801791311569584497e+00
8.080808080808081495e-02 1.645523686038626421e+00
9.090909090909091161e-02 1.450287567239554321e+00
1.010101010101010222e-01 1.219555220046717459e+00
1.111111111111111188e-01 9.950905293284780795e-01
1.212121212121212155e-01 8.360980681641071444e-01
1.313131313131313260e-01 7.733024406087153357e-01
1.414141414141414366e-01 7.756904953360017618e-01
1.515151515151515194e-01 7.599803999874614746e-01
1.616161616161616299e-01 6.403410775968952917e-01
1.717171717171717404e-01 3.844518499902017661e-01
1.818181818181818232e-01 3.633462074205866255e-02
1.919191919191919338e-01 -3.095550833567619065e-01
2.020202020202020443e-01 -5.638398719951793758e-01
2.121212121212121271e-01 -6.892309077772197368e-01
2.222222222222222376e-01 -7.104551803643592844e-01
2.323232323232323482e-01 -6.869521808710237210e-01
2.424242424242424310e-01 -6.727313888106306594e-01
2.525252525252525415e-01 -6.911293891808271139e-01
2.626262626262626521e-01 -7.353481223984053017e-01
2.727272727272727626e-01 -7.849474336876429703e-01
2.828282828282828731e-01 -8.206861390934895306e-01
2.929292929292929282e-01 -8.287253447932337869e-01
3.030303030303030387e-01 -7.991517964768547477e-01
3.131313131313131493e-01 -7.287760791743300715e-01
3.232323232323232598e-01 -6.300277809927794515e-01
3.333333333333333703e-01 -5.358406509054028932e-01
3.434343434343434809e-01 -4.883546126686127420e-01
3.535353535353535914e-01 -5.117000571991054958e-01
3.636363636363636465e-01 -5.863498289227261351e-01
3.737373737373737570e-01 -6.482506229086720806e-01
3.838383838383838675e-01 -6.218891444374408106e-01
3.939393939393939781e-01 -4.709297988466598084e-01
4.040404040404040886e-01 -2.327108898341871124e-01
4.141414141414141992e-01 -9.107122518741626524e-03
4.242424242424242542e-01 8.595464027290923570e-02
4.343434343434343647e-01 -8.171639261280248812e-03
4.444444444444444753e-01 -2.616767046183541279e-01
4.545454545454545858e-01 -5.689006740270455831e-01
4.646464646464646964e-01 -8.051692649945130231e-01
4.747474747474748069e-01 -8.905810898458282887e-01
4.848484848484848619e-01 -8.240990883078381790e-01
4.949494949494949725e-01 -6.730290457229193279e-01
5.050505050505050830e-01 -5.307407076531296397e-01
5.151515151515152491e-01 -4.704127325987552677e-01
5.252525252525253041e-01 -5.177514536942920964e-01
5.353535353535353591e-01 -6.491328347223337403e-01
5.454545454545455252e-01 -8.076304703163984522e-01
5.555555555555555802e-01 -9.260133088863672368e-01
5.656565656565657463e-01 -9.500411560078839690e-01
5.757575757575758013e-01 -8.587126187841097602e-01
5.858585858585858563e-01 -6.762192608656966142e-01
5.959595959595960224e-01 -4.675290723253824887e-01
6.060606060606060774e-01 -3.134871727372882111e-01
6.161616161616162435e-01 -2.737100651438912902e-01
6.262626262626262985e-01 -3.577725489424497529e-01
6.363636363636364646e-01 -5.248096660242589362e-01
6.464646464646465196e-01 -7.144170676073156034e-01
6.565656565656565746e-01 -8.881249354233581306e-01
6.666666666666667407e-01 -1.049708585167635988e+00
6.767676767676767957e-01 -1.226107118418228614e+00
6.868686868686869618e-01 -1.421624455362102690e+00
6.969696969696970168e-01 -1.583097305722813930e+00
7.070707070707071829e-01 -1.610838516207691917e+00
7.171717171717172379e-01 -1.417574067492735734e+00
7.272727272727272929e-01 -9.979248107603417850e-01
7.373737373737374590e-01 -4.556784672707452355e-01
7.474747474747475140e-01 3.935982351446519478e-02
7.575757575757576801e-01 3.435251864340024830e-01
7.676767676767677351e-01 4.204970270661649301e-01
7.777777777777777901e-01 3.548275347632940946e-01
7.878787878787879562e-01 2.867475531110881826e-01
7.979797979797980112e-01 3.133230384580470429e-01
8.080808080808081773e-01 4.258893868255869686e-01
8.181818181818182323e-01 5.275653335546266476e-01
8.282828282828283983e-01 5.158712838717218752e-01
8.383838383838384534e-01 3.675930239231573471e-01
8.484848484848485084e-01 1.621049680092669920e-01
8.585858585858586745e-01 2.626661378386188628e-02
8.686868686868687295e-01 4.328726659963266082e-02
8.787878787878788955e-01 1.946742748566137604e-01
8.888888888888889506e-01 3.784559170166252873e-01
8.989898989898991166e-01 4.884702829568538518e-01
9.090909090909091717e-01 4.934834854094831136e-01
9.191919191919192267e-01 4.562251868478825467e-01
9.292929292929293927e-01 4.794414493399652422e-01
9.393939393939394478e-01 6.221089326215252235e-01
9.494949494949496138e-01 8.509893739033111970e-01
9.595959595959596689e-01 1.064472396531413567e+00
9.696969696969697239e-01 1.169721758109354415e+00
9.797979797979798899e-01 1.153807985321089635e+00
9.898989898989899450e-01 1.095132035336473963e+00
1.000000000000000000e+00 1.107478662328377217e+00
